tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round
1970-W-SL-AUS-01A-1970,Australian Open,Grass,43,G,19700119,001,200198,,,Caroline Langsford,U,,AUS,,,,200199,,,Sally Irvine,U,,AUS,,,,6-3 6-2,3,R64
1970-W-SL-AUS-01A-1970,Australian Open,Grass,43,G,19700119,002,200188,,,Helen Amos,U,,AUS,,,,200172,,,Caroline Cooper,U,,AUS,,,,6-0 6-3,3,R64
1970-W-SL-AUS-01A-1970,Australian Open,Grass,43,G,19700119,003,200200,,,Norma Marsh,U,,AUS,,,,200201,,,Sharon Thomson,U,,AUS,,,,6-2 7-5,3,R64
1970-W-SL-AUS-01A-1970,Australian Open,Grass,43,G,19700119,004,200203,,,Vicki Lancaster Kerr,U,,AUS,,,,200202,,,Teresa Van Haren,U,,AUS,,,,6-1 6-1,3,R64
1970-W-SL-AUS-01A-1970,Australian Open,Grass,43,G,19700119,005,200204,,,Sandra Walsham,U,,AUS,,,,200205,,,Judy Harris,U,,AUS,,,,7-5 6-4,3,R64
1970-W-SL-AUS-01A-1970,Australian Open,Grass,43,G,19700119,006,200138,,,Sandra Hole,U,,AUS,,,,200206,,,L Cameron,U,,AUS,,,,6-3 6-0,3,R64
1970-W-SL-AUS-01A-1970,Australian Open,Grass,43,G,19700119,007,200207,,,Cheryl Norquay,U,,AUS,,,,200208,,,Mandy Morgan,U,,AUS,,,,6-3 3-6 6-3,3,R64
1970-W-SL-AUS-01A-1970,Australian Open,Grass,43,G,19700119,008,200146,,,Cynthia Doerner,U,,AUS,,,,200210,,,Norma Eastburn,U,,AUS,,,,4-6 6-4 6-3,3,R64
1970-W-SL-AUS-01A-1970,Australian Open,Grass,43,G,19700119,009,200136,,,Valerie Caulley,U,,AUS,,,,200212,,,Elizabeth Allan,R,,AUS,,,,W/O,3,R64
1970-W-SL-AUS-01A-1970,Australian Open,Grass,43,G,19700119,010,200149,,,Helen Sheedy,U,,AUS,,,,200134,,,Kerry Ballard,U,,AUS,,,,7-5 11-9,3,R64
1970-W-SL-AUS-01A-1970,Australian Open,Grass,43,G,19700119,011,200217,,,Adrienne Avis,U,,AUS,,,,200216,,,Janet Fallis,U,,AUS,,,,1-6 6-3 6-3,3,R64
1970-W-SL-AUS-01A-1970,Australian Open,Grass,43,G,19700119,012,200144,1,,Margaret Court,R,,AUS,,,,200198,,,Caroline Langsford,U,,AUS,,,,6-0 6-0,3,R32
1970-W-SL-AUS-01A-1970,Australian Open,Grass,43,G,19700119,013,200174,,,Kerry Wilkinson,U,,AUS,,,,200192,,,Helen Kayser,U,,AUS,,,,6-4 3-6 7-5,3,R32
1970-W-SL-AUS-01A-1970,Australian Open,Grass,43,G,19700119,014,200145,8,,Kerry Harris,U,,AUS,,,,200188,,,Helen Amos,U,,AUS,,,,6-3 8-6,3,R32
1970-W-SL-AUS-01A-1970,Australian Open,Grass,43,G,19700119,015,200150,,,Evonne Cawley,R,,AUS,,,,200200,,,Norma Marsh,U,,AUS,,,,6-4 6-4,3,R32
1970-W-SL-AUS-01A-1970,Australian Open,Grass,43,G,19700119,016,200168,4,,Karen Krantzcke,R,,AUS,,,,200203,,,Vicki Lancaster Kerr,U,,AUS,,,,6-3 6-2,3,R32
1970-W-SL-AUS-01A-1970,Australian Open,Grass,43,G,19700119,017,200139,,,Lita Sugiarto,U,,INA,,,,200131,,,Judith Gohn,U,,AUS,,,,6-3 6-3,3,R32
1970-W-SL-AUS-01A-1970,Australian Open,Grass,43,G,19700119,018,200160,5,,Judy Dalton,U,,AUS,,,,200204,,,Sandra Walsham,U,,AUS,,,,6-3 6-2,3,R32
1970-W-SL-AUS-01A-1970,Australian Open,Grass,43,G,19700119,019,200165,,,Lany Kaligis,U,,INA,,,,200161,,,Janine Whyte,U,,AUS,,,,6-4 6-3,3,R32
1970-W-SL-AUS-01A-1970,Australian Open,Grass,43,G,19700119,020,200171,,,Janet Young,U,,AUS,,,,200138,,,Sandra Hole,U,,AUS,,,,6-2 6-3,3,R32
1970-W-SL-AUS-01A-1970,Australian Open,Grass,43,G,19700119,021,200185,7,,Lesley Hunt,U,,AUS,,,,200207,,,Cheryl Norquay,U,,AUS,,,,6-0 6-2,3,R32
