tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round
2015-W-PR-AUS-01A-2015,Brisbane International,Hard,30,P,20150105,001,201468,,Q,Yaroslava Shvedova,R,180,KAZ,27.3155373032,66,782,201513,,,Sabine Lisicki,R,178,GER,25.28678987,27,1681,0-6 7-5 6-4,3,R32
2015-W-PR-AUS-01A-2015,Brisbane International,Hard,30,P,20150105,002,200002,,,Mirjana Lucic,R,,CRO,32.8268309377,60,867,201539,,,Christina Mchale,R,170,USA,22.6529774127,51,1015,6-3 6-0,3,R32
2015-W-PR-AUS-01A-2015,Brisbane International,Hard,30,P,20150105,003,201521,7,,Carla Suarez Navarro,R,162,ESP,26.3381245722,17,2415,201450,,,Tsvetana Pironkova,R,180,BUL,27.3127994524,37,1276,3-6 6-2 6-1,3,R32
2015-W-PR-AUS-01A-2015,Brisbane International,Hard,30,P,20150105,004,201493,3,,Angelique Kerber,L,173,GER,26.9650924025,9,3480,201614,,,Caroline Garcia,R,,FRA,21.2210814511,36,1341,6-4 6-3,3,R32
2015-W-PR-AUS-01A-2015,Brisbane International,Hard,30,P,20150105,005,201611,,Q,Daria Gavrilova,R,,RUS,20.8377823409,231,201,201590,,,Alison Riske,U,,USA,24.5092402464,43,1175,7-5 6-3,3,R32
2015-W-PR-AUS-01A-2015,Brisbane International,Hard,30,P,20150105,006,202494,,,Elina Svitolina,R,174,UKR,20.3148528405,28,1655,201517,,,Magdalena Rybarikova,R,180,SVK,26.2532511978,48,1046,6-0 6-2,3,R32
2015-W-PR-AUS-01A-2015,Brisbane International,Hard,30,P,20150105,007,201548,,WC,Ajla Tomljanovic,R,,CRO,21.6646132786,63,840,201347,6,,Jelena Jankovic,R,177,SRB,29.8507871321,16,2590,7-6(6) 6-0,3,R32
2015-W-PR-AUS-01A-2015,Brisbane International,Hard,30,P,20150105,008,201485,,LL,Alla Kudryavtseva,R,,RUS,27.1731690623,100,576,201318,,,Bethanie Mattek Sands,R,168,USA,29.787816564,177,293,6-4 6-2,3,R32
2015-W-PR-AUS-01A-2015,Brisbane International,Hard,30,P,20150105,009,201662,,,Karolina Pliskova,R,184,CZE,22.7926078029,23,1830,201458,,,Victoria Azarenka,R,180,BLR,25.4318959617,42,1187,4-6 7-6(7) 6-4,3,R32
2015-W-PR-AUS-01A-2015,Brisbane International,Hard,30,P,20150105,010,201478,,,Varvara Lepchenko,L,180,USA,28.6269678303,34,1350,201325,,,Samantha Stosur,R,172,AUS,30.7679671458,21,1950,4-6 6-4 7-5,3,R32
2015-W-PR-AUS-01A-2015,Brisbane International,Hard,30,P,20150105,011,201619,,,Madison Keys,R,178,USA,19.8822724162,30,1520,201495,4,,Dominika Cibulkova,R,161,SVK,25.6673511294,11,2953,7-5 6-2,3,R32
2015-W-PR-AUS-01A-2015,Brisbane International,Hard,30,P,20150105,012,201466,,,Kaia Kanepi,R,181,EST,29.5715263518,52,1000,201492,5,,Andrea Petkovic,R,180,GER,27.3237508556,13,2780,6-4 5-7 6-4,3,R32
2015-W-PR-AUS-01A-2015,Brisbane International,Hard,30,P,20150105,013,201483,,Q,Madison Brengle,R,,USA,24.758384668,91,605,201615,,Q,Lesia Tsurenko,R,174,UKR,25.6016427105,88,614,7-6(6) 6-3,3,R32
2015-W-PR-AUS-01A-2015,Brisbane International,Hard,30,P,20150105,014,201457,,WC,Jarmila Gajdosova,R,174,AUS,27.6960985626,70,726,201533,,,Shuai Zhang,R,,CHN,25.954825462,61,855,6-4 6-1,3,R32
2015-W-PR-AUS-01A-2015,Brisbane International,Hard,30,P,20150105,015,201345,1,,Maria Sharapova,R,,RUS,27.7152635181,2,6865,201468,,Q,Yaroslava Shvedova,R,180,KAZ,27.3155373032,66,782,6-0 6-1,3,R16
2015-W-PR-AUS-01A-2015,Brisbane International,Hard,30,P,20150105,016,201521,7,,Carla Suarez Navarro,R,162,ESP,26.3381245722,17,2415,200002,,,Mirjana Lucic,R,,CRO,32.8268309377,60,867,5-7 6-3 6-4,3,R16
2015-W-PR-AUS-01A-2015,Brisbane International,Hard,30,P,20150105,017,201493,3,,Angelique Kerber,L,173,GER,26.9650924025,9,3480,201611,,Q,Daria Gavrilova,R,,RUS,20.8377823409,231,201,6-3 7-5,3,R16
2015-W-PR-AUS-01A-2015,Brisbane International,Hard,30,P,20150105,018,202494,,,Elina Svitolina,R,174,UKR,20.3148528405,28,1655,201548,,WC,Ajla Tomljanovic,R,,CRO,21.6646132786,63,840,6-3 6-2,3,R16
2015-W-PR-AUS-01A-2015,Brisbane International,Hard,30,P,20150105,019,201485,,LL,Alla Kudryavtseva,R,,RUS,27.1731690623,100,576,201662,,,Karolina Pliskova,R,184,CZE,22.7926078029,23,1830,4-6 6-3 6-3,3,R16
2015-W-PR-AUS-01A-2015,Brisbane International,Hard,30,P,20150105,020,201478,,,Varvara Lepchenko,L,180,USA,28.6269678303,34,1350,201619,,,Madison Keys,R,178,USA,19.8822724162,30,1520,6-4 6-4,3,R16
2015-W-PR-AUS-01A-2015,Brisbane International,Hard,30,P,20150105,021,201466,,,Kaia Kanepi,R,181,EST,29.5715263518,52,1000,201483,,Q,Madison Brengle,R,,USA,24.758384668,91,605,6-3 7-6(3),3,R16
2015-W-PR-AUS-01A-2015,Brisbane International,Hard,30,P,20150105,022,201421,2,,Ana Ivanovic,R,183,SRB,27.1649555099,7,4640,201457,,WC,Jarmila Gajdosova,R,174,AUS,27.6960985626,70,726,6-4 6-1,3,R16
2015-W-PR-AUS-01A-2015,Brisbane International,Hard,30,P,20150105,023,201345,1,,Maria Sharapova,R,,RUS,27.7152635181,2,6865,201521,7,,Carla Suarez Navarro,R,162,ESP,26.3381245722,17,2415,6-1 6-3,3,QF
2015-W-PR-AUS-01A-2015,Brisbane International,Hard,30,P,20150105,024,202494,,,Elina Svitolina,R,174,UKR,20.3148528405,28,1655,201493,3,,Angelique Kerber,L,173,GER,26.9650924025,9,3480,4-6 7-5 6-3,3,QF
2015-W-PR-AUS-01A-2015,Brisbane International,Hard,30,P,20150105,025,201478,,,Varvara Lepchenko,L,180,USA,28.6269678303,34,1350,201485,,LL,Alla Kudryavtseva,R,,RUS,27.1731690623,100,576,7-5 7-5,3,QF
2015-W-PR-AUS-01A-2015,Brisbane International,Hard,30,P,20150105,026,201421,2,,Ana Ivanovic,R,183,SRB,27.1649555099,7,4640,201466,,,Kaia Kanepi,R,181,EST,29.5715263518,52,1000,4-6 6-4 6-3,3,QF
2015-W-PR-AUS-01A-2015,Brisbane International,Hard,30,P,20150105,027,201345,1,,Maria Sharapova,R,,RUS,27.7152635181,2,6865,202494,,,Elina Svitolina,R,174,UKR,20.3148528405,28,1655,6-1 6-3,3,SF
2015-W-PR-AUS-01A-2015,Brisbane International,Hard,30,P,20150105,028,201421,2,,Ana Ivanovic,R,183,SRB,27.1649555099,7,4640,201478,,,Varvara Lepchenko,L,180,USA,28.6269678303,34,1350,7-6(2) 6-4,3,SF
2015-W-PR-AUS-01A-2015,Brisbane International,Hard,30,P,20150105,029,201345,1,,Maria Sharapova,R,,RUS,27.7152635181,2,6865,201421,2,,Ana Ivanovic,R,183,SRB,27.1649555099,7,4640,6-7(4) 6-3 6-3,3,F
2015-W-INT-CHN-01A-2015,Shenzhen,Hard,32,I,20150105,001,201594,1,,Simona Halep,R,168,ROU,23.2744695414,3,6292,202470,,,Annika Beck,R,170,GER,20.8843258042,55,915,4-6 6-4 6-3,3,R32
2015-W-INT-CHN-01A-2015,Shenzhen,Hard,32,I,20150105,002,212001,,WC,Natalia Vikhlyantseva,U,,RUS,17.8836413415,584,36,204431,,,Anna Lena Friedsam,R,,GER,20.9253935661,93,601,2-6 6-3 6-3,3,R32
2015-W-INT-CHN-01A-2015,Shenzhen,Hard,32,I,20150105,003,202434,,Q,Aleksandra Krunic,R,,SRB,21.8097193703,84,640,202684,,Q,Lin Zhu,R,,CHN,20.9363449692,132,418,6-4 7-6(4),3,R32
2015-W-INT-CHN-01A-2015,Shenzhen,Hard,32,I,20150105,004,203533,,,Anna Karolina Schmiedlova,R,,SVK,20.3121149897,73,715,201344,5,,Klara Koukalova,R,166,CZE,32.8624229979,39,1215,6-3 4-6 7-6(5),3,R32
2015-W-INT-CHN-01A-2015,Shenzhen,Hard,32,I,20150105,005,201610,4,,Zarina Diyas,R,,KAZ,21.2156057495,32,1371,202499,,,Donna Vekic,R,,CRO,18.5215605749,81,655,6-3 6-1,3,R32
2015-W-INT-CHN-01A-2015,Shenzhen,Hard,32,I,20150105,006,201693,,,Timea Babos,R,179,HUN,21.6563997262,96,587,202492,,,Qiang Wang,R,,CHN,22.9760438056,101,573,6-7(4) 6-1 6-4,3,R32
2015-W-INT-CHN-01A-2015,Shenzhen,Hard,32,I,20150105,007,202453,,,Saisai Zheng,R,,CHN,20.9144421629,97,581,201567,,,Alexandra Dulgheru,R,,ROU,25.6016427105,82,652,7-5 5-7 6-1,3,R32
2015-W-INT-CHN-01A-2015,Shenzhen,Hard,32,I,20150105,008,201555,,,Polona Hercog,R,182,SLO,23.9589322382,94,600,201512,7,,Monica Niculescu,R,168,ROU,27.279945243,46,1070,6-1 7-5,3,R32
2015-W-INT-CHN-01A-2015,Shenzhen,Hard,32,I,20150105,009,201490,8,,Timea Bacsinszky,R,,SUI,25.5770020534,47,1048,201527,,,Stefanie Voegele,R,170,SUI,24.8240930869,89,610,6-1 4-6 6-4,3,R32
2015-W-INT-CHN-01A-2015,Shenzhen,Hard,32,I,20150105,010,201498,,,Karin Knapp,R,180,ITA,27.523613963,53,985,201426,,,Pauline Parmentier,R,175,FRA,28.9281314168,79,681,6-3 6-3,3,R32
2015-W-INT-CHN-01A-2015,Shenzhen,Hard,32,I,20150105,011,201666,,Q,Cagla Buyukakcay,R,,TUR,25.2703627652,136,401,202418,,,Lara Arruabarrena,U,166,ESP,22.7953456537,85,633,6-4 6-3,3,R32
2015-W-INT-CHN-01A-2015,Shenzhen,Hard,32,I,20150105,012,201329,,,Vera Zvonareva,R,172,RUS,30.3271731691,250,180,201397,3,,Shuai Peng,R,173,CHN,28.9911019849,22,1855,4-6 6-4 6-3,3,R32
2015-W-INT-CHN-01A-2015,Shenzhen,Hard,32,I,20150105,013,211701,,,Katerina Siniakova,R,,CZE,18.6557152635,83,650,201593,6,,Irina Camelia Begu,R,181,ROU,24.3613963039,40,1201,6-7(5) 6-4 6-1,3,R32
2015-W-INT-CHN-01A-2015,Shenzhen,Hard,32,I,20150105,014,202702,,,Tereza Smitkova,R,,CZE,20.2381930185,69,753,201501,,Q,Olga Govortsova,R,182,BLR,26.3682409309,149,365,3-6 6-3 6-3,3,R32
2015-W-INT-CHN-01A-2015,Shenzhen,Hard,32,I,20150105,015,201587,,,Bojana Jovanovski,R,175,SRB,23.0143737166,56,911,201640,,,Maria Teresa Torro Flor,R,173,ESP,22.6776180698,86,631,6-2 6-7(4) 6-3,3,R32
2015-W-INT-CHN-01A-2015,Shenzhen,Hard,32,I,20150105,016,201520,2,,Petra Kvitova,L,183,CZE,24.8295687885,4,5966,202504,,WC,Ying Ying Duan,U,,CHN,25.5906913073,117,475,6-3 6-1,3,R32
2015-W-INT-CHN-01A-2015,Shenzhen,Hard,32,I,20150105,017,201594,1,,Simona Halep,R,168,ROU,23.2744695414,3,6292,212001,,WC,Natalia Vikhlyantseva,U,,RUS,17.8836413415,584,36,6-2 6-2,3,R16
